id,text,target,username
98,VakıfBank tan ihale yoluyla ev almaya kalkıştım gittim görüştüm ve bana 3+1 ev olduğunu söylediler. Benimde kafama yattı peşinatını yatırıp ihaleye katıldım. İhaleyi kazandım kazandıktan sonra satin almadan önce gidip evi göreyim dedim gittim gördüm ve karşıma ev değil de otel çıktı bunu bankaya söy...,Kredi İşlemleri,Elif
100,"İnsanların sizi neden daha az tercih ettiğini bugün anladım, numaramı taşıdığım için bütün banka işlemlerim tarafında sim kartım blokeye düştü, diğer tüm bankalardaki blokeyi telefonla ya da cep uygulaması üzerinden halledebilirken sizden kime ulaşsam şubeye ya da ATM'ye yönlendiriyor, belki hastayı...",Diğer,Elif
101,"Hepsiburada 260754753 sipariş numaralı alışverişi sonucunda iade ettiğim ürün Black Steel 2 iplik, kemer ve Kol Manşet Ribanalı, uzun Kol Düz sweet tutar 119,99 TL cüzdanıma iade oldu, cüzdanımdan kartıma aktardım para kayboldu, erdem bey adlı yetkili bana dekont atıyor iade yapılmış diye ama 2 sefe...",Diğer,Elif
102,VakıfBank emekli maaşı banka promosyonları bankaya gitmeden güncelleme ya da iptal edilemiyor. Ne internet bankacılığı ne de ATM den hiçbir şekilde yapılamıyor illa bankaya gidin oradan yapın deniliyor böyle saçma bir şey görmedim Ziraat bankasıda devlet bankası ama internet bankacılığı ile kolayca ...,Diğer,Elif
103,TOKİ başvurusunda bulundum Başvurumu şartlar uymadığı için iptal ettim ve benim iznimin dışında Halkbank tarafından vadesiz hesap açıldı. Bu hesabın kapatılması için bankaya gittiğimde blokeli olduğunu silemediklerini belirttiler. Ben bu hesabın acilen kapatılmasını istiyorum.,Kredi İşlemleri,Elif
104,Banka yetersiz hizmet yapmak istediğim işlemi yapamıyorum oysaki bir çok banka da yapılabiliyor. Vakıf bankası bu konu da kendini geliştirememiş ve geri kalmış çalıştığım kurumdan ötürü özeti emri vaki olarak bu bankayı kullanıyorum ve mağdur oldum. Topu topu 1.5 sene önceki 7 ay hesap hareketlerine...,"Limit(Hesap, KMH, Kredi Kartı)",Elif
105,İş Bankası mobil bankacılığa giremiyorum. Sabah girebiliyordum öğlenden sonra mobil bankacılık talimatınız bulunmadığından bankacılık işlemlerinizi gerçekleştiremiyorsunuz diyor ne alaka kredi ödeyeceğim giriş yapamıyorum. Ödeyim İş Bankası ne zaman düzelticeksin durumu,Kredi İşlemleri,Elif
106,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,KKB Skor,Elif
107,Exxen 'den bilgim dışında para çekildi. Müşteri hizmetleri telefonda geri ödeyeceğiz deyip 1 hafta sonra ödemedi. Şimdi aradığımda da 16 dakika süre b...,KKB Skor,Elif
109,Böyle bir banka şubesi görmedim. Hizmet o kadar yavaş ki tam 1 saattir 4 sıranın gelmesini bekliyorum. Konya Zafer sanayi şubesinde gişe görevlilerine sormama rağmen özellikle sarı saçlı kadın üslubunda saygısız tavırla sıranız gelir bekleyin dedi 4 kişilik sıra 1 saattir bir türlü gelmedi. Müşteri ...,Müşteri Temsilcisi,Elif
110,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,Kredi İşlemleri,Elif
111,Ben 01.11.2022 tarihinde hesabıma para yatırdım Papara hesabına bugün tekrar çekmek istiyorum ama bir türlü çekemiyorum tüm para çekme aşamalarını geçiyorum en sona gelince tekrar anasayfa atıyor bu nasıl bir şey anlamadım yetkililer ne yardım edecekse etsin Ben askeri personel olduğumdan fazla uğra...,Kredi İşlemleri,Elif
112,Mobil bankacılıktan müşteri olma adımlarını tamamlamaya çalışıyorum fakat kimliğimi taradıktan sonra teknik hata veriyor her seferinde. Aylardır aynı sorun var. Mobil uygulamalar şubeye gitmeyelim diye yapılmıyor mu? Neden koskoca bir banka ufacık bir problemi çözmeme ihmalkarlığını gösteriyor da be...,Kredi İşlemleri,Elif
113,İş Bankası da kullandım kredimi yapılandırmak istiyorum müşteri hizmetleri ve şubeye gidiyorum yardımcı olmuyorlar kaç gündür uğraşıyorum bana yardım eden yok. Başka bankalar hemen yardımcı oluyor ama İş Bankası müşterilerle ilgilenmiyor milleti zor durumda bırakıyorsunuz.,Diğer,Elif
115,Banka kartım iki haftadır elime ulaşmadı. Adreste olduğum halde adreste bulunamadı diye not düşüyorlar hiçbir iletişim numaraları yok. Kafalarına göre adres yanlış diye not düşüyorlar. Mağdur oluyorum. Mağduriyetimin en kısa zamanda giderilmesini istiyorum,Kargo,Elif
118,"4543 xxxx xxxx 1040 sayılı İş Bankası kredi kartımı kartımı 18.10.2022 tarihinde kaybettim. 02.11.2022 itibariyle kredi kartımdan daha hiçbir şekilde haber yok ilgilenen yok ne zaman ele geçeceğini söyleyen de yok sarı çizmeli mehmet ağa misali, 1 müşteri temsilcisi kartınız kuryeye verildi diyor, d...",Kargo,Elif
120,"01.11.2021 tarihinde dağıtıma çıkarılan banka kartı evde olunmasına rağmen, gönderi takibinde teslim edilemedi yazmakta. 
Evdekilere sorduğumda kimsenin uğramadığını, zilin bile çalmadığını belirtmekteler.
Belirtilen adrese uğranılmadan gönderi nasıl teslim edilemedi yazılmakta?",Kargo,Elif
122,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,KKB Skor,Elif
123,Halkbank müşteri hizmetlerine bağlanıyorsun ancak minimum 30 dakika bağlandıktan sonra bende hat yok sizi aktarıyorum en az bir 30 dakika daha ve gününüz problemi aşamadığınız şekilde son buluyor. İnsanın psikolojisini bozan banka.,Müşteri Temsilcisi,Elif
124,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,Müşteri Temsilcisi,Elif
131,Dünyanın en kötü dijital bankası artık gözümde V** kredi kartı İ* B*** kredi kartı bu zamana kadar kaç kere yapılandırdım hiçbir limit kısıtlaması almadım bu zamana kadar yapılandırma yaptığım Enpara kartının bütün borcunu erkenden ödeyip tek seferde kapama rağmen kartımı komple limitini kapatıp yan...,Kredi İşlemleri,Elif
132,"İş Bankası çalışanları vurdumduymaz, duyarsız. Tatilinnabzı adında bir seyahat şirketinden tatil organizasyonu satın aldık yanıltıldık tatil yapılmadı. İş Bankası'na harcama itirazında bulundum bana bir ay ile 3 ay arasında cevap vereceklerini söylediler. Ben ödememi kredi kartından saniyeler süresi...",Kredi İşlemleri,Elif
133,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,KKB Skor,Elif
